gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
JAK3	1.4546408061661433	0.1732400973976685	4.333195188075766	0.03997975855654887	0.9681092637209868	0.9997946887506981
CCDC124	4.39261031943556	0.9360109125948237	2.413898553952471	0.38775900961629783	0.698194382267201	0.9997946887506981
ARRDC2	2.5999474768078104	-1.1616058878951203	3.3603395444888817	-0.34568110529193685	0.7295823856487367	0.9997946887506981
IL12RB1	0.7916739041211714	-2.947130437365455	5.796215260270488	-0.5084577271596921	0.6111323777140942	0.9997946887506981
MAST3	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
PIK3R2	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
IFI30	3.1510848864257963	-2.0560512755679152	3.0853646573196585	-0.6663884188503227	0.505162863000685	0.9997946887506981
JUND	38.87877045162924	0.3017386059023655	0.851000405729087	0.35456928559728906	0.7229122895229325	0.9997946887506981
LSM4	6.0934985396784045	0.5302100432236051	2.3488728978341054	0.22572955893548413	0.8214117666644533	0.9997946887506981
PGPEP1	0.6785776321038611	-2.724749561889086	5.800487721952464	-0.4697449063769289	0.6385372802939498	0.9997946887506981
SSBP4	2.4725072543219353	-1.515156057076673	3.4204956765433914	-0.44296388604350634	0.6577918565407614	0.9997946887506981
ELL	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
FKBP8	29.420683100227766	0.20395101494805068	0.982906608147777	0.20749785712844376	0.8356210660216297	0.9997946887506981
KXD1	2.6571290026116277	-2.7984335148946284	3.4141271009497123	-0.8196629569286347	0.41240827278111264	0.9997946887506981
UBA52	87.17639674202522	-0.004337229326016602	0.5891019421697363	-0.007362442754885586	0.9941256736663245	0.9997946887506981
REX1BD	7.331846612295301	-0.15336045256350958	1.9308977825095415	-0.07942442834244218	0.9366950390069834	0.9997946887506981
CRTC1	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
UPF1	3.523505743398048	0.32232695507240366	2.935720299739787	0.10979484493157393	0.9125720794765948	0.9997946887506981
COPE	19.72053722566146	-0.15209334362307989	1.1986360060476027	-0.12688868251554897	0.89902850427816	0.9997946887506981
DDX49	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
SUGP2	1.405898035186933	-1.7375106609801267	4.432628795151381	-0.3919819911111659	0.6950715202090562	0.9997946887506981
ARMC6	1.7295761211799743	1.753163090473936	4.076824659946232	0.43003151636574377	0.6671727154845537	0.9997946887506981
SLC25A42	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
BORCS8	2.0201221662526945	-0.9896166732603391	3.734789023628329	-0.2649725772994083	0.7910305871057142	0.9997946887506981
RFXANK	2.295057481266525	-0.04911567065442604	3.5288602361044807	-0.013918281645703537	0.9888951764982218	0.9997946887506981
NR2C2AP	0.6785776321038611	-2.724749561889086	5.800487721952464	-0.4697449063769289	0.6385372802939498	0.9997946887506981
SUGP1	2.4296696789866834	0.6980491764157466	3.480178543954001	0.20057855296776206	0.841028129502021	0.9997946887506981
GATAD2A	13.90051294533612	-0.4082641793183219	1.3819853310029302	-0.29541860550866894	0.7676741220637746	0.9997946887506981
NDUFA13	28.18905747770338	-0.3499314344394782	0.9837464558017819	-0.3557130319257658	0.7220554844971208	0.9997946887506981
PBX4	2.5699927962803564	0.8474403236180974	3.3788622945091684	0.25080641048770563	0.8019637851105699	0.9997946887506981
LPAR2	0.565481360086551	-2.461729347823916	5.806463830888161	-0.42396360668406474	0.6715923548938857	0.9997946887506981
GMIP	3.4747629724188376	-0.5254883114930071	2.9384644980788597	-0.17883092065143766	0.8580704654654133	0.9997946887506981
ZNF101	0.7916739041211714	-2.947130437365455	5.796215260270488	-0.5084577271596921	0.6111323777140942	0.9997946887506981
ZNF14	0.7916739041211714	-2.947130437365455	5.796215260270488	-0.5084577271596921	0.6111323777140942	0.9997946887506981
ZNF506	2.4725072543219353	-1.515156057076673	3.4204956765433914	-0.44296388604350634	0.6577918565407614	0.9997946887506981
ZNF253	1.5820810286520188	0.8494421555925132	4.212346355841119	0.20165534451235717	0.8401861752384419	0.9997946887506981
ZNF93	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
ZNF90	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
ZNF486	1.8082735726866392	0.10983438146144922	3.9486397115169525	0.027815751622285653	0.9778091028458498	0.9997946887506981
ZNF626	0.4523850880692408	-2.1398186722495995	5.815416396004535	-0.36795622643973624	0.7129058740644727	0.9997946887506981
ZNF66	0.6785776321038611	-2.724749561889086	5.800487721952464	-0.4697449063769289	0.6385372802939498	0.9997946887506981
ZNF430	3.2629143788527823	0.13808968538685273	2.741081013553409	0.05037781981052787	0.9598213111659915	0.9997946887506981
ZNF431	5.1627682978538845	-0.36303786271143845	2.2725997890771756	-0.15974562017312147	0.8730814626241845	0.9997946887506981
ZNF708	4.159245800166658	1.08603725734054	2.4541035258106234	0.44253930036704836	0.6580989978613048	0.9997946887506981
ZNF493	0.33928881605193056	-1.7248037595163725	5.830306607740881	-0.29583414313517503	0.767356746971248	0.9997946887506981
